id,ingredient_id,category_id,user_id,source_id
542,542,711,,
543,543,102,,
544,544,704,,
545,545,704,,
546,546,101,,
547,547,204,,
548,548,701,,
549,549,701,,
550,550,704,,
551,551,709,,
552,552,202,,
553,553,103,,
554,554,704,,
555,555,303,,
556,556,705,,
557,557,901,,
558,558,901,,
559,559,704,,
560,560,710,,
561,561,403,,
562,562,403,,
563,563,703,,
564,564,707,,
565,565,501,,
566,566,713,,
567,567,103,,
568,568,701,,
569,569,101,,
570,570,905,,
571,571,106,,
572,572,501,,
573,573,201,,
574,574,701,,
575,575,714,,
576,576,101,,
577,577,1001,,
578,578,707,,
579,579,707,,
580,580,404,,
581,581,713,,
582,582,401,,
583,583,303,,
584,584,711,,
585,585,401,,
586,586,106,,
587,587,104,,
588,588,101,,
589,589,712,,
590,590,702,,
591,591,501,,
592,592,710,,
593,593,106,,
594,594,707,,
595,595,707,,
596,596,404,,
597,597,710,,
598,598,106,,
599,599,302,,
600,600,906,,
601,601,707,,
602,602,704,,
603,603,707,,
604,604,104,,
605,605,203,,
606,606,402,,
607,607,708,,
608,608,401,,
609,609,706,,
610,610,705,,
611,611,706,,
612,612,706,,
613,613,701,,
614,614,303,,
615,615,102,,
616,616,305,,
617,617,706,,
618,618,710,,
619,619,706,,
620,620,706,,
621,621,301,,
622,622,304,,
623,623,706,,
624,624,501,,
625,625,502,,
626,626,102,,
627,627,707,,
628,628,106,,
629,629,711,,
630,630,401,,
631,631,305,,
632,632,709,,
633,633,401,,
634,634,404,,
635,635,401,,
636,636,704,,
637,637,713,,
638,638,706,,
639,639,401,,
640,640,707,,
641,641,303,,
642,642,104,,
643,643,404,,
644,644,706,,
645,645,701,,
646,646,702,,
647,647,711,,
648,648,102,,
649,649,502,,
650,650,906,,
651,651,501,,
652,652,705,,
653,653,703,,
654,654,401,,
655,655,404,,
656,656,102,,
657,657,201,,
658,658,714,,
659,659,906,,
660,660,602,,
661,661,102,,
662,662,201,,
663,663,707,,
664,664,102,,
665,665,709,,
666,666,404,,
667,667,401,,
668,668,706,,
669,669,709,,
670,670,303,,
671,671,704,,
672,672,104,,
673,673,102,,
674,674,704,,
675,675,102,,
676,676,104,,
677,677,707,,
678,678,707,,
679,679,701,,
680,680,707,,
681,681,401,,
682,682,104,,
683,683,105,,
684,684,902,,
685,685,713,,
686,686,401,,
687,687,704,,
688,688,705,,
689,689,702,,
690,690,501,,
691,691,103,,
692,692,701,,
693,693,502,,
694,694,704,,
695,695,104,,
696,696,701,,
697,697,103,,
698,698,707,,
699,699,701,,
700,700,103,,
701,701,102,,
702,702,203,,
703,703,701,,
704,704,1401,,
705,705,1401,,
706,706,401,,
707,707,707,,
708,708,707,,
709,709,707,,
710,710,707,,
711,711,201,,
712,712,709,,
713,713,803,,
714,714,701,,
715,715,305,,
716,716,303,,
717,717,701,,
718,718,501,,
719,719,103,,
720,720,401,,
721,721,102,,
722,722,901,,
723,723,102,,
724,724,401,,
725,725,711,,
726,726,106,,
727,727,707,,
728,728,401,,
729,729,710,,
730,730,702,,
731,731,307,,
732,732,704,,
733,733,706,,
734,734,201,,
735,735,709,,
736,736,501,,
737,737,102,,
738,738,501,,
739,739,501,,
740,740,102,,
741,741,405,,
742,742,402,,
743,743,102,,
744,744,705,,
745,745,704,,
746,746,307,,
747,747,102,,
748,748,704,,
749,749,710,,
750,750,707,,
751,751,707,,
752,752,707,,
753,753,102,,
754,754,402,,
755,755,709,,
756,756,704,,
757,757,704,,
758,758,707,,
759,759,714,,
760,760,706,,
761,761,802,,
762,762,305,,
763,763,706,,
764,764,709,,
765,765,106,,
766,766,706,,
767,767,701,,
768,768,303,,
769,769,203,,
770,770,713,,
771,771,709,,
772,772,101,,
773,773,403,,
774,774,102,,
775,775,103,,
776,776,101,,
777,777,709,,
778,778,403,,
779,779,707,,
780,780,707,,
781,781,707,,
782,782,703,,
783,783,401,,
784,784,102,,
785,785,709,,
786,786,101,,
787,787,401,,
788,788,701,,
789,789,709,,
790,790,704,,
791,791,403,,
792,792,601,,
793,793,713,,
794,794,706,,
795,795,710,,
796,796,706,,
797,797,712,,
798,798,706,,
799,799,902,,
800,800,706,,
801,801,401,,
802,802,102,,
803,803,106,,
804,804,106,,
805,805,106,,
806,806,710,,
807,807,401,,
808,808,701,,
809,809,106,,
810,810,404,,
811,811,708,,
812,812,710,,
813,813,1001,,
814,814,101,,
815,815,707,,
816,816,701,,
817,817,706,,
818,818,101,,
819,819,204,,
820,820,1001,,
821,821,704,,
822,822,1001,,
823,823,702,,
824,824,702,,
825,825,705,,
826,826,101,,
827,827,714,,
828,828,803,,
829,829,707,,
830,830,707,,
831,831,106,,
832,832,707,,
833,833,708,,
834,834,904,,
835,835,704,,
836,836,714,,
837,837,707,,
838,838,711,,
839,839,501,,
840,840,707,,
841,841,701,,
842,842,707,,
843,843,402,,
844,844,402,,
845,845,707,,
846,846,704,,
847,847,103,,
848,848,502,,
849,849,301,,
850,850,706,,
851,851,301,,
852,852,902,,
853,853,705,,
854,854,705,,
855,855,103,,
856,856,104,,
857,857,307,,
858,858,704,,
859,859,711,,
860,860,905,,
861,861,102,,
862,862,702,,
863,863,707,,
864,864,711,,
865,865,204,,
866,866,704,,
867,867,704,,
868,868,102,,
869,869,101,,
870,870,902,,
871,871,502,,
872,872,706,,
873,873,702,,
874,874,710,,
875,875,707,,
876,876,709,,
877,877,710,,
878,878,708,,
879,879,703,,
880,880,103,,
881,881,101,,
882,882,704,,
883,883,705,,
884,884,402,,
885,885,402,,
886,886,404,,
887,887,102,,
888,888,701,,
