recipe_id,ingredient_id,measure,unit_id,prep_notes,order_index
14,28,200.0,1,oz,3
14,261,75.0,1,oz,4
14,45,75.0,1,oz,5
14,129,2.0,13,,6
14,156,75.0,1,oz,7
14,519,1.0,8,,8
14,123,50.0,3,g,9
13,112,4.0,13,,1
13,282,200.0,1,,2
13,264,200.0,1,,3
13,622,200.0,1,,4
13,300,1.0,8,,5
13,603,1.0,8,,6
13,459,3.0,13,,7
13,260,1.0,11,,8
13,874,1.0,13,sprinkling,9
15,373,100.0,1,,1
15,150,50.0,1,,2
15,323,25.0,1,,3
15,526,2.0,9,,4
15,196,1.0,13,,5
15,357,3.0,13,,6
15,761,2.0,13,pieces,7
15,442,25.0,1,,8
15,200,4.0,13,,9
16,819,2.0,13,,1
16,820,1.0,13,,2
16,522,1.0,15,,3
16,821,1.0,13,,4
16,822,2.0,13,kg,5
16,341,1.0,13,chopped,6
16,260,1.0,11,,7
16,229,1.0,11,,8
17,3,500.0,1,,1
17,340,1.0,13,,2
17,245,1.0,13,,3
17,137,2.0,14,,4
17,94,1.0,8,,5
17,215,1.0,8,,6
17,217,1.0,8,,7
17,21,1.0,6,,8
17,309,2.0,10,,9
17,260,1.0,11,,10
17,53,200.0,1,,11
17,115,1.0,11,,12
18,115,2.0,9,,1
18,654,800.0,1,,2
18,443,150.0,1,,3
18,655,100.0,1,,4
18,340,1.0,13,chopped,5
18,245,2.0,13,,6
18,234,1.0,13,chopped,7
18,138,8.0,13,,8
18,217,4.0,8,,9
18,595,0.5,8,,10
18,646,200.0,1,,11
18,60,1.0,6,,12
18,290,6.0,13,parts,13
18,485,375.0,1,,14
18,184,1.0,13,,15
19,240,24.0,13,,1
19,210,2.0,9,,2
19,340,1.0,13,small,3
19,16,1.0,13,,4
19,256,1.0,11,,5
19,485,450.0,1,,6
19,292,2.0,8,,7
19,314,200.0,13,ml,8
19,647,650.0,13,ml,9
19,336,3.0,13,medium,10
20,633,2.0,13,kg,1
20,72,4.0,13,,2
20,634,2.0,13,,3
20,260,0.0,16,,4
21,8,2.0,13,,1
21,303,2.0,9,,2
21,30,3.0,13,sliced thinly,3
21,745,300.0,1,,4
21,381,100.0,1,,5
21,222,40.0,1,,6
21,55,200.0,1,,7
21,183,0.5,13,juice of,8
21,115,1.0,13,splash,9
22,8,1.0,13,sliced,1
22,210,3.0,9,,2
22,359,140.0,1,,3
22,304,225.0,1,,4
22,55,200.0,1,,5
22,200,1.0,12,,6
22,460,100.0,1,,7
22,183,0.5,13,juice of,8
23,585,500.0,1,,1
23,586,100.0,1,,2
23,403,2.0,13,small,3
23,254,50.0,1,,4
23,587,4.0,9,,5
24,442,3.0,10,,1
24,110,4.0,13,,2
24,560,4.0,10,,3
24,560,2.0,10,,4
24,110,1.0,13,,5
24,184,0.5,8,,6
25,5,3.0,13,large,1
25,599,200.0,1,,2
25,188,1.0,13,zest and juice of,3
25,183,0.5,13,juice of,4
25,593,1.25,13,kg,5
25,210,2.0,9,,6
25,594,1.0,8,,7
25,95,1.0,8,,8
25,409,200.0,1,,9
26,61,6.0,13,,1
26,50,16.0,13,,2
26,142,1.0,13,,3
26,138,6.0,13,,4
26,46,8.0,13,,5
26,296,2.0,9,,6
26,94,1.0,13,,7
26,85,1.0,13,,8
26,366,1.0,13,,9
26,286,2.0,9,,10
26,81,1.0,15,,11
26,282,1.0,8,,12
26,309,1.0,10,,13
37,236,2.0,13,,1
37,244,1.0,13,,2
37,137,2.0,14,,3
37,188,1.0,13,,4
37,30,2.0,13,,5
37,4,1.0,4,,6
37,362,1.0,13,,7
37,166,1.0,13,,8
37,291,1.0,13,,9
37,282,1.0,13,,10
37,303,1.0,13,,11
37,260,1.0,13,,12
37,229,1.0,13,,13
27,108,4.0,13,large,1
27,137,2.0,14,,2
27,176,2.0,8,,3
27,183,1.0,13,,4
27,408,3.0,9,,5
27,115,3.0,9,,6
27,150,2.0,9,,7
27,46,1.0,11,,8
27,200,1.0,13,leaf,9
27,222,2.0,9,,10
28,8,1.0,13,large,1
28,340,0.5,10,,2
28,293,1.0,10,,3
28,137,6.0,14,,4
28,152,1.0,13,,5
28,243,0.25,8,,6
28,209,1.5,9,,7
28,86,1.0,9,chopped,8
28,260,0.0,16,,9
29,366,2.0,13,medium,1
29,222,2.0,9,chopped,2
29,183,1.0,13,juice of,3
29,55,175.0,1,,4
29,210,1.0,9,,5
29,2,350.0,1,,6
29,339,0.0,16,,7
30,233,175.0,1,oz,1
30,64,75.0,3,g,2
30,83,2.0,9,,3
30,239,1.0,9,,4
30,36,125.0,3,g,5
30,45,125.0,3,g,6
30,156,125.0,3,g,7
30,128,1.0,13,,8
30,519,0.5,8,,9
30,123,50.0,3,g,10
31,282,500.0,1,,1
31,184,0.0,16,,2
31,381,300.0,1,,3
31,382,200.0,1,,4
31,442,100.0,1,,5
31,603,2.0,9,,6
31,708,1.0,9,,7
31,375,500.0,1,,8
31,183,1.0,13,zest of,9
31,213,1.0,13,zest of,10
31,763,1.0,9,,11
31,462,250.0,1,,12
31,525,500.0,1,,13
31,764,100.0,1,,14
32,378,1.0,13,large,1
32,112,2.0,13,medium,2
32,11,1.0,11,,3
32,300,1.0,13,spinkling,4
32,209,1.0,8,,5
32,382,25.0,1,,6
32,379,125.0,1,,7
33,250,140.0,1,,1
33,223,3.0,9,,2
33,81,4.0,9,,3
33,602,3.0,9,,4
33,278,3.0,13,sliced thinly,5
33,93,1.0,13,sliced,6
33,504,300.0,1,,7
33,237,200.0,1,,8
34,282,85.0,1,,1
34,734,500.0,1,,2
34,284,1.0,9,,3
34,10,12.0,13,,4
34,142,1.0,13,knob,5
34,137,2.0,14,chopped,6
34,274,2.0,9,,7
34,597,3.0,9,,8
34,292,3.0,9,,9
34,454,1.0,13,beaten,10
35,591,800.0,1,,1
35,157,0.5,8,,2
35,85,0.5,8,,3
35,217,1.0,11,,4
35,63,1.0,11,,5
35,138,2.0,13,,6
35,183,1.0,13,juice of,7
35,210,5.0,9,,8
35,85,1.0,13,bunch,9
36,36,175.0,1,,1
36,45,175.0,1,,2
36,264,140.0,1,,3
36,442,50.0,1,,4
36,11,0.5,8,,5
36,112,3.0,13,medium,6
36,300,0.5,8,,7
36,519,0.25,8,,8
36,36,175.0,1,,9
36,45,175.0,1,,10
36,264,140.0,1,,11
36,442,50.0,1,,12
36,11,0.5,8,,13
36,112,3.0,13,medium,14
36,300,0.5,8,,15
36,519,0.25,8,,16
36,437,0.5,8,,17
36,357,200.0,1,,18
36,441,1.0,13,kg,19
36,323,1.0,13,dusting,20
38,262,8.0,13,large,1
38,372,1.0,15,,2
38,370,1200.0,1,,3
38,25,1.0,9,,4
38,114,1.0,8,,5
39,309,0.5,10,,1
39,446,2.0,13,parts,2
39,282,0.5,10,,3
39,197,0.5,10,,4
39,36,6.0,9,,5
39,112,2.0,13,,6
39,260,1.0,8,,7
39,125,2.0,10,,8
39,209,1.0,13,for frying,9
39,183,0.0,17,,10
39,282,0.0,17,,11
39,75,0.0,17,,12
43,3,1.5,13,kg,1
43,541,1.0,13,,2
43,292,8.0,3,,3
43,309,3.0,10,,4
43,274,6.0,9,,5
43,512,1.0,9,,6
43,229,2.0,9,,7
43,16,4.0,13,,8
43,183,0.5,13,,9
43,372,2.0,9,,10
43,36,3.0,9,,11
43,210,0.5,10,,12
43,340,1.0,13,chopped,13
43,137,4.0,14,,14
44,249,1.0,13,white,1
44,340,1.0,13,,2
44,188,1.0,13,,3
44,138,3.0,13,,4
44,93,1.0,13,,5
44,42,3.0,3,,6
44,483,1.0,4,,7
44,274,2.0,3,,8
45,364,3.0,8,,1
45,455,600.0,1,,2
45,10,100.0,1,,3
45,50,350.0,1,,4
45,56,250.0,1,,5
45,138,2.0,13,sliced,6
45,456,1.0,13,,7
45,292,1.0,9,,8
45,247,750.0,5,,9
45,47,600.0,1,,10
45,210,2.0,9,,11
45,290,1.0,13,sprigs of fresh,12
45,369,1.0,13,sprigs of fresh,13
45,16,2.0,13,,14
45,41,4.0,13,,15
46,18,4.0,4,,1
46,260,1.0,13,dash,2
46,340,3.0,13,,3
46,137,5.0,14,,4
46,290,1.0,13,sprig,5
46,369,1.0,13,sprig,6
46,17,4.0,13,,7
46,21,2.0,10,,8
46,42,3.0,13,large,9
46,205,1.0,9,,10
46,236,4.0,13,mashed,11
47,3,2.0,13,kg cut cubes,1
47,21,1.0,13,,2
47,274,1.0,9,,3
47,309,2.0,10,,4
47,396,1.0,13,sliced,5
47,245,1.0,13,sliced,6
47,236,1.0,13,sliced,7
47,42,1.0,13,sliced,8
47,292,8.0,3,,9
47,223,3.0,9,,10
47,66,5.0,13,,11
47,340,1.0,13,chopped,12
47,137,5.0,14,,13
47,210,3.0,9,,14
48,210,2.0,9,,1
48,36,25.0,1,,2
48,3,750.0,1,,3
48,233,2.0,9,,4
48,137,2.0,14,minced,5
48,212,175.0,1,,6
48,48,150.0,1,,7
48,42,150.0,1,,8
48,182,2.0,13,chopped,9
48,418,200.0,1,,10
48,247,150.0,13,ml,11
48,21,500.0,1,,12
48,16,2.0,13,,13
48,290,3.0,9,,14
48,222,3.0,9,chopped,15
48,233,125.0,1,,16
48,11,1.0,8,,17
48,417,60.0,1,,18
48,309,1.0,13,splash,19
49,422,60.0,1,,1
49,309,340.0,1,,2
49,260,1.0,8,,3
49,623,600.0,1,,4
49,341,3.0,13,,5
49,137,1.0,14,,6
49,244,1.0,13,large,7
49,278,1.0,13,bunch,8
49,681,750.0,1,,9
49,106,1.0,9,,10
49,217,1.0,8,,11
49,246,1.0,8,,12
49,222,1.0,8,,13
49,260,0.0,16,,14
49,229,0.0,16,,15
49,454,3.0,13,,16
49,794,1.0,13,splash,17
49,636,1.0,13,drizzle,18
50,3,0.5,4,,1
50,260,1.0,11,,2
50,229,1.0,11,,3
50,414,2.0,8,,4
50,454,0.5,13,,5
50,499,3.0,9,,6
50,209,5.0,9,,7
50,505,0.25,4,,8
50,340,0.5,10,,9
50,198,1.0,8,,10
50,142,1.0,8,,11
50,504,1.0,10,,12
50,204,1.0,10,,13
50,309,1.0,10,,14
50,216,1.0,9,,15
50,282,1.0,8,,16
50,274,1.0,8,,17
51,15,1.0,2,,1
51,21,5.0,10,,2
51,340,2.0,13,medium,3
51,137,5.0,14,chopped,4
51,152,2.0,13,,5
51,341,1.0,13,small,6
51,260,2.0,8,,7
51,209,3.0,9,,8
51,297,1.0,8,,9
51,41,0.5,8,,10
51,77,0.5,8,,11
51,16,0.5,8,,12
52,137,3.0,14,,1
52,340,1.0,13,sliced,2
52,3,2.0,4,,3
52,292,8.0,3,,4
52,309,1.0,10,,5
52,210,3.0,9,,6
52,183,1.0,13,slice,7
52,236,1.0,13,large,8
52,274,0.25,10,,9
52,24,0.5,8,,10
52,17,2.0,13,,11
52,260,0.0,16,,12
54,3,1.0,13,lb,1
54,303,5.0,9,,2
54,76,1.0,13,,3
54,77,3.0,13,,4
54,468,3.0,13,,5
54,41,3.0,13,,6
54,80,1.0,10,,7
54,309,1.0,10,,8
54,286,2.0,9,,9
54,188,6.0,13,,10
54,282,1.0,9,,11
54,50,5.0,13,,12
56,3,8.0,13,slices,1
56,32,12.0,13,florets,2
56,236,1.0,15,,3
56,42,1.0,15,,4
56,233,140.0,1,,5
56,112,4.0,13,,6
56,197,200.0,13,ml,7
56,284,1.0,13,drizzle (for cooking),8
57,204,400.0,1,,1
57,114,1.0,13,tbsp,2
57,210,1.0,13,dash,3
57,19,750.0,1,piece,4
57,218,6.0,13,slices,5
57,238,500.0,1,,6
57,125,1.0,13,dusting,7
57,111,2.0,13,beaten,8
40,274,1.0,8,,1
40,650,1.0,8,,2
40,89,0.5,8,,3
40,24,0.12,8,,4
40,681,1.0,4,,5
40,216,2.0,9,,6
40,650,1.0,8,,7
40,274,1.0,9,,8
40,60,0.25,10,,9
40,32,1.0,4,,10
40,853,2.0,9,,11
40,137,2.0,14,minced,12
40,89,1.0,8,,13
40,309,1.0,9,,14
41,3,1.0,13,kg,1
41,233,2.0,9,,2
41,353,2.0,9,,3
41,247,200.0,13,ml,4
41,21,400.0,13,ml,5
41,340,1.0,13,finely sliced,6
41,42,2.0,13,chopped,7
41,290,3.0,13,sprigs,8
41,205,2.0,9,,9
41,111,2.0,13,free-range,10
41,238,400.0,1,,11
41,151,300.0,1,,12
41,36,25.0,1,,13
41,260,1.0,11,,14
41,229,1.0,11,,15
42,3,900.0,1,,1
42,210,3.0,9,,2
42,267,3.0,13,,3
42,137,2.0,14,minced,4
42,10,125.0,1,,5
42,290,1.0,9,chopped,6
42,16,2.0,13,,7
42,421,330.0,13,ml,8
42,21,400.0,13,ml,9
42,330,2.0,9,,10
42,420,8.0,13,,11
42,233,400.0,1,,12
42,260,1.0,11,,13
42,36,250.0,1,,14
42,112,1.0,13,to glaze,15
53,21,1.0,6,,1
53,340,1.0,13,large,2
53,142,1.0,13,large chopped,3
53,76,1.0,13,,4
53,468,2.0,13,,5
53,87,1.0,8,,6
53,77,0.5,8,,7
53,681,225.0,1,,8
53,729,1.0,8,,9
53,122,1.0,9,,10
53,274,1.0,9,,11
53,250,200.0,1,,12
53,278,2.0,13,sliced,13
53,680,1.0,13,small,14
53,13,1.0,12,,15
53,85,1.0,12,,16
53,188,1.0,13,,17
55,210,1.0,9,,1
55,212,1.0,13,,2
55,137,1.0,14,,3
55,36,1.0,9,,4
55,204,250.0,1,,5
55,19,500.0,1,,6
55,233,1.0,13,tbsp,7
55,91,150.0,1,,8
55,114,1.0,9,,9
55,21,100.0,13,ml,10
55,222,1.0,13,topping,11
58,571,320.0,1,,1
58,737,450.0,1,,2
58,340,1.0,13,small,3
58,564,2.0,8,,4
58,263,1.0,8,,5
61,571,3.0,13,,1
61,210,4.0,9,,2
61,344,1.0,13,,3
61,309,6.0,10,,4
61,236,3.0,13,,5
61,40,1.0,15,,6
61,103,0.0,17,,7
59,353,1.0,9,,1
59,150,4.0,9,,2
59,200,0.5,13,bag,3
59,254,150.0,1,,4
59,55,130.0,1,,5
59,571,400.0,1,,6
59,454,1.0,13,beaten,7
59,233,1.0,9,,8
59,137,1.0,14,finely chopped,9
59,564,1.0,8,,10
59,157,0.5,8,,11
59,183,1.0,13,zest of,12
60,571,3.0,13,,1
60,197,50.0,5,,2
60,264,200.0,1,,3
60,11,1.0,8,,4
60,383,2.0,9,,5
60,300,0.5,8,,6
60,454,3.0,13,,7
60,36,25.0,1,,8
60,792,200.0,1,,9
60,793,2.0,9,,10
60,150,100.0,1,,11
62,360,400.0,1,,1
62,210,2.0,9,,2
62,551,2.0,13,,3
62,340,1.0,13,chopped,4
62,553,0.25,13,,5
62,53,2.0,13,sliced,6
62,550,2.0,13,large,7
62,544,1.0,10,,8
62,512,2.0,8,,9
62,229,1.0,11,,10
62,205,2.0,8,,11
62,211,1.0,8,,12
62,139,1.0,8,,13
62,217,0.5,8,,14
63,10,2.0,13,sliced,1
63,561,1.0,4,,2
63,4,1.0,4,,3
63,125,0.25,10,,4
63,137,3.0,13,chopped,5
63,340,1.0,13,diced,6
63,204,1.0,10,,7
63,411,4.0,10,,8
63,563,1.0,15,,9
63,247,0.25,10,,10
63,16,1.0,13,,11
63,13,1.0,8,,12
63,193,1.0,8,,13
63,217,1.0,9,,14
63,564,0.12,8,,15
63,166,1.0,13,dash,16
63,21,5.0,10,,17
63,292,2.0,9,,18
63,101,1.0,10,,19
63,318,1.0,13,dash,20
64,626,1.0,13,sliced,1
64,21,250.0,13,ml,2
64,204,100.0,1,,3
64,422,2.0,9,,4
64,778,400.0,1,,5
64,10,250.0,1,,6
64,340,2.0,13,chopped,7
64,3,750.0,1,,8
64,575,200.0,1,,9
64,16,1.0,13,,10
64,77,2.0,13,,11
64,781,12.0,13,,12
64,779,4.0,13,,13
64,780,4.0,13,,14
64,247,90.0,5,,15
64,292,2.0,9,,16
65,3,1.0,4,,1
65,274,5.0,9,,2
65,183,1.0,13,,3
65,137,3.0,14,,4
65,340,3.0,13,parts,5
65,210,4.0,9,,6
65,309,1.0,10,,7
65,260,1.0,11,,8
66,36,100.0,1,,1
66,125,150.0,1,,2
66,21,700.0,13,ml,3
66,340,30.0,1,,4
66,222,1.0,9,,5
66,3,400.0,1,,6
66,260,1.0,11,,7
66,229,1.0,11,,8
66,208,1.0,11,,9
66,125,50.0,1,,10
66,112,2.0,13,beaten,11
66,31,50.0,1,,12
67,434,50.0,1,,1
67,36,125.0,1,,2
67,45,150.0,1,,3
67,183,1.0,13,grated,4
67,233,150.0,1,,5
67,11,0.5,8,,6
67,433,600.0,1,,7
67,282,75.0,1,,8
67,45,2.0,9,,9
67,184,1.0,9,,10
67,105,300.0,13,ml,11
67,319,100.0,13,ml,12
67,200,0.0,17,with,13
68,574,0.5,10,,1
68,125,0.67,10,,2
68,260,0.5,8,,3
68,446,1.0,8,,4
68,197,1.0,10,,5
68,36,2.0,9,,6
68,454,1.0,13,seperated,7
69,462,100.0,1,,1
69,323,125.0,1,,2
69,125,25.0,1,,3
69,442,85.0,1,,4
69,110,3.0,13,,5
69,588,1.0,13,,6
69,433,85.0,1,,7
70,455,1.0,13,kg,1
70,340,1.0,13,,2
70,16,1.0,13,,3
70,236,2.5,13,kg,4
70,284,2.0,9,,5
70,340,1.0,13,diced,6
70,42,1.0,13,,7
70,571,200.0,1,,8
70,245,1.0,13,chopped,9
70,398,200.0,1,,10
70,575,6.0,13,,11
70,626,0.5,13,,12
70,406,400.0,1,,13
70,91,100.0,5,,14
70,103,1.0,13,bunch,15
70,349,0.0,16,,16
71,212,2.0,13,finely chopped,1
71,290,1.0,13,sprigs of fresh,2
71,210,2.0,9,,3
71,236,1.5,13,kg,4
71,304,425.0,1,,5
72,236,4.0,13,large,1
72,278,1.0,13,bunch,2
72,233,100.0,1,,3
72,110,1.0,13,,4
72,197,150.0,13,ml,5
72,22,1.0,8,,6
72,36,3.0,9,,7
72,303,2.0,9,,8
72,55,6.0,13,,9
72,10,12.0,13,,10
72,454,6.0,13,,11
73,3,1.0,13,kg,1
73,212,3.0,13,,2
73,137,4.0,14,,3
73,210,1.0,13,dash,4
73,72,300.0,1,,5
73,94,2.0,8,,6
73,518,2.0,8,,7
73,77,1.0,8,,8
73,76,1.0,13,large,9
73,17,3.0,13,,10
73,215,2.0,8,dried,11
73,516,2.0,13,ancho,12
73,12,3.0,9,,13
73,234,800.0,1,,14
73,291,2.0,9,,15
73,97,2.0,9,,16
73,26,800.0,1,tins,17
74,784,6.0,13,large,1
74,210,2.0,9,,2
74,340,1.0,13,chopped,3
74,369,2.0,8,,4
74,48,1.0,13,chopped,5
74,15,140.0,1,,6
74,785,140.0,1,,7
74,786,50.0,1,,8
74,304,300.0,13,ml,9
74,12,1.0,9,,10
74,597,1.0,8,,11
75,36,25.0,1,oz,1
75,30,8.0,13,thin slices,2
75,283,50.0,1,oz,3
75,75,2.0,8,,4
75,197,350.0,13,mlfl,5
75,105,50.0,3,mlfl,6
75,112,2.0,13,free-range,7
75,282,25.0,1,oz,8
75,208,0.0,16,"grated,",9
76,30,2.0,13,,1
76,454,2.0,13,,2
76,260,0.5,13,,3
77,236,3.0,13,medium,1
77,210,1.0,9,,2
77,10,2.0,13,strips,3
77,138,1.0,13,minced,4
77,383,1.0,9,,5
77,222,0.0,17,,6
77,260,1.0,11,,7
77,229,1.0,11,,8
77,518,0.0,16,,9
78,233,375.0,1,,1
78,45,50.0,1,,2
78,446,7.0,1,,3
78,197,75.0,1,,4
78,112,3.0,13,large,5
78,112,1.0,13,to glaze,6
78,36,180.0,1,,7
78,463,250.0,1,,8
78,461,8.0,13,slices,9
79,353,2.0,9,,1
79,340,1.0,13,finely chopped,2
79,48,1.0,13,,3
79,182,1.0,13,sliced,4
79,236,1.0,13,medium,5
79,36,1.0,13,knob,6
79,304,1.0,6,hot,7
79,32,1.0,13,head chopped,8
79,354,140.0,1,,9
80,1,1.0,13,whole,1
80,341,1.0,13,chopped,2
80,212,2.0,13,chopped,3
80,138,2.0,13,chopped,4
80,245,1.0,13,chopped,5
80,42,1.0,13,chopped,6
80,188,1.0,13,,7
80,290,2.0,8,,8
80,518,1.0,8,,9
80,274,2.0,9,,10
80,89,2.0,8,,11
80,81,2.0,10,,12
80,303,1.0,9,,13
81,210,2.0,9,,1
81,3,2.0,4,,2
81,340,1.0,13,,3
81,21,3.0,10,,4
81,418,1.0,13,small,5
81,48,1.0,13,,6
81,42,4.0,13,,7
81,222,4.0,13,,8
81,236,1.0,4,,9
81,182,0.5,13,,10
81,222,0.0,17,,11
82,236,500.0,1,,1
82,233,200.0,1,,2
82,454,1.0,13,,3
82,260,1.0,8,,4
82,670,250.0,1,,5
82,10,200.0,1,,6
82,465,0.0,17,,7
83,375,500.0,1,,1
83,112,4.0,13,large,2
83,125,3.0,9,,3
83,282,250.0,1,,4
83,75,1.0,8,,5
83,186,2.0,13,grated zest of,6
83,507,5.0,9,,7
83,323,1.0,13,sprinking,8
84,525,1.0,15,,1
84,360,150.0,1,,2
84,340,150.0,1,,3
84,209,40.0,1,,4
84,260,1.0,13,dash,5
84,229,1.0,13,dash,6
85,462,3.0,9,,1
85,340,1.0,13,large,2
85,411,1.0,13,medium,3
85,42,1.0,13,,4
85,48,1.0,13,,5
85,16,1.0,13,,6
85,304,8.0,10,,7
85,236,2.0,13,large,8
85,293,2.0,13,large,9
85,273,0.0,17,,10
85,103,0.0,17,,11
86,599,500.0,1,,1
86,184,2.0,8,,2
86,115,1.0,9,,3
86,752,1.0,9,,4
86,93,1.0,13,,5
86,137,2.0,14,minced,6
87,38,2.0,9,,1
87,46,1.0,8,,2
87,311,4.0,13,fillets,3
87,303,1.0,8,,4
87,126,8.0,13,,5
87,5,1.0,13,sliced,6
87,189,2.0,13,shredded,7
87,278,4.0,13,shredded,8
87,259,300.0,13,ml,9
87,273,1.0,13,pot,10
87,183,1.0,13,,11
87,137,1.0,14,finely chopped,12
89,173,1.0,13,bunch,1
89,10,2.0,13,strips,2
89,137,3.0,14,chopped,3
89,340,1.0,13,medium,4
89,217,0.5,8,,5
89,290,1.0,13,sprig,6
89,341,1.0,13,,7
89,245,1.0,13,,8
89,378,4.0,13,,9
89,303,1.0,13,splash,10
88,480,0.5,4,,1
88,10,4.0,13,,2
88,847,525.0,1,,3
88,340,1.0,13,chopped,4
88,278,2.0,13,chopped,5
88,137,2.0,14,minced,6
88,486,1.0,13,chopped,7
88,234,2.0,13,chopped,8
88,290,2.0,13,sprigs,9
88,24,0.25,8,,10
90,390,375.0,1,,1
90,112,2.0,13,large,2
90,203,175.0,1,,3
90,428,100.0,1,,4
90,300,1.0,8,,5
90,36,50.0,1,,6
90,457,4.0,8,,7
90,381,50.0,1,,8
91,3,500.0,1,,1
91,340,1.0,13,chopped,2
91,42,2.0,13,chopped,3
91,236,2.0,13,chopped,4
91,389,1.0,13,small,5
91,376,100.0,1,,6
91,21,2.0,6,,7
91,260,0.0,16,,8
91,229,0.0,16,,9
92,846,16.0,3,,1
92,282,1.0,10,,2
93,303,450.0,13,ml,1
93,233,400.0,1,,2
93,22,2.0,8,,3
93,282,550.0,13,ml,4
93,112,5.0,13,,5
93,260,0.5,8,,6
93,75,2.0,8,,7
93,42,500.0,1,grated,8
93,381,150.0,1,,9
93,322,200.0,1,,10
93,45,150.0,1,,11
93,36,100.0,1,,12
94,43,250.0,1,,1
94,323,100.0,1,,2
94,111,2.0,13,,3
94,526,2.0,9,,4
94,323,1.0,13,to glaze,5
94,442,100.0,1,,6
95,809,6.0,13,cut thick slices,1
95,372,450.0,1,,2
95,72,225.0,1,,3
95,810,225.0,1,,4
95,363,75.0,1,,5
95,153,40.0,1,,6
95,217,55.0,1,,7
95,374,50.0,1,,8
96,360,500.0,1,,1
96,473,250.0,1,,2
96,340,1.0,13,,3
96,137,4.0,14,,4
96,222,3.0,9,chopped,5
96,217,1.0,9,,6
96,11,0.75,8,,7
96,31,2.0,9,,8
96,309,3.0,9,,9
96,305,1.0,13,,10
96,260,1.0,8,,11
96,229,1.0,8,,12
97,293,4.0,13,,1
97,210,2.0,9,,2
97,340,1.0,13,diced,3
97,245,1.0,13,sliced,4
97,396,1.0,13,sliced,5
97,137,3.0,14,crushed,6
97,94,1.0,8,,7
97,217,1.0,8,,8
97,260,0.75,8,,9
97,63,0.5,8,,10
97,112,4.0,13,,11
98,644,500.0,1,,1
98,45,70.0,1,,2
98,446,10.0,1,,3
98,454,2.0,13,beaten,4
98,284,70.0,5,,5
98,789,1.0,9,,6
99,454,1.0,13,beaten,1
99,222,1.0,13,bunch,2
99,137,2.0,14,minced,3
99,245,0.75,8,,4
99,147,6.0,3,,5
99,768,6.0,3,,6
99,769,12.0,13,,7
99,462,1.0,10,,8
100,445,500.0,1,,1
100,260,1.0,8,,2
100,446,7.0,1,,3
100,197,300.0,13,ml,4
100,36,40.0,1,,5
100,112,1.0,13,,6
100,303,1.0,13,dash,7
100,36,25.0,1,,8
100,35,75.0,1,,9
